F         RC        PS
         1      15.0     0.800
         2      15.0     0.800
         2      15.0     0.800
         2      15.0     0.800
         2      15.0     0.810
         1      15.0     0.820
         1      15.0     0.820
         1      15.0     0.820
         1      15.0     0.820
         1      15.0     0.830
         2      15.0     0.830
         2      15.0     0.830
         2      15.0     0.830
         2      15.0     0.840
         1      15.0     0.840
         2      15.0     0.840
         1      15.0     0.840
         1      15.0     0.840
         2      15.0     0.850
         1      15.0     0.860
         2      15.0     0.860
         1      15.0     0.870
         1      15.0     0.880
         2      15.0     0.890
         2      15.0     0.900
         1      15.0     0.900
         1      15.0     0.910
         2      15.0     0.910
         2      15.0     0.910
         1      15.0     0.920
         2      15.0     0.980
         1      15.0     1.000
         2      15.0     1.020
         1      15.0     1.080
         1      15.0     1.220
         1      15.1     0.510
         1      15.1     0.510
         1      15.1     0.520
         1      15.1     0.520
         1      15.1     0.530
         2      15.1     0.540
         1      15.1     0.540
         1      15.1     0.550
         1      15.1     0.550
         1      15.1     0.560
         1      15.1     0.570
         2      15.1     0.570
         2      15.1     0.570
         2      15.1     0.570
         2      15.1     0.570
         2      15.1     0.570
         1      15.1     0.580
         1      15.1     0.590
         1      15.1     0.600
         1      15.1     0.600
         1      15.1     0.610
         2      15.1     0.610
         2      15.1     0.620
         2      15.1     0.620
         1      15.1     0.620
         1      15.1     0.630
         1      15.1     0.630
         2      15.1     0.630
         2      15.1     0.630
         1      15.1     0.640
         2      15.1     0.640
         1      15.1     0.640
         2      15.1     0.640
         2      15.1     0.650
         2      15.1     0.650
         2      15.1     0.650
         1      15.1     0.650
         1      15.1     0.650
         2      15.1     0.650
         1      15.1     0.660
         2      15.1     0.660
         1      15.1     0.660
         2      15.1     0.660
         2      15.1     0.660
         2      15.1     0.670
         1      15.1     0.680
         2      15.1     0.680
         1      15.1     0.680
         2      15.1     0.690
         2      15.1     0.690
         1      15.1     0.690
         1      15.1     0.690
         2      15.1     0.690
         2      15.1     0.700
         2      15.1     0.700
         1      15.1     0.700
         1      15.1     0.710
         1      15.1     0.710
         2      15.1     0.710
         2      15.1     0.710
         2      15.1     0.710
         2      15.1     0.710
         1      15.1     0.720
         2      15.1     0.720
         1      15.1     0.730
         1      15.1     0.730
         1      15.1     0.730
         1      15.1     0.740
         1      15.1     0.750
         2      15.1     0.750
         1      15.1     0.750
         2      15.1     0.750
         1      15.1     0.750
         2      15.1     0.750
         1      15.1     0.760
         2      15.1     0.760
         1      15.1     0.760
         2      15.1     0.760
         1      15.1     0.770
         1      15.1     0.770
         2      15.1     0.770
         2      15.1     0.780
         1      15.1     0.790
         1      15.1     0.790
         2      15.1     0.800
         1      15.1     0.800
         2      15.1     0.810
         2      15.1     0.820
         1      15.1     0.820
         2      15.1     0.820
         2      15.1     0.830
         1      15.1     0.830
         1      15.1     0.840
         2      15.1     0.840
         1      15.1     0.840
         1      15.1     0.850
         1      15.1     0.850
         1      15.1     0.850
         1      15.1     0.850
         1      15.1     0.850
         1      15.1     0.860
         1      15.1     0.860
         1      15.1     0.870
         1      15.1     0.870
         1      15.1     0.870
         1      15.1     0.870
         2      15.1     0.870
         2      15.1     0.870
         2      15.1     0.880
         1      15.1     0.880
         1      15.1     0.890
         2      15.1     0.890
         1      15.1     0.890
         2      15.1     0.890
         2      15.1     0.900
         1      15.1     0.910
         1      15.1     0.910
         2      15.1     0.920
         1      15.1     0.930
         1      15.1     0.940
         1      15.1     0.940
         2      15.1     0.950
         2      15.1     0.960
         1      15.1     0.980
         1      15.1     0.980
         1      15.1     1.030
         1      15.1     1.070
         1      15.2     0.450
         2      15.2     0.470
         1      15.2     0.540
         1      15.2     0.570
         1      15.2     0.580
         1      15.2     0.590
         1      15.2     0.600
         1      15.2     0.600
         1      15.2     0.610
         2      15.2     0.610
         2      15.2     0.620
         1      15.2     0.630
         2      15.2     0.640
         2      15.2     0.640
         2      15.2     0.640
         1      15.2     0.650
         2      15.2     0.650
         2      15.2     0.650
         2      15.2     0.660
         2      15.2     0.660
         1      15.2     0.660
         1      15.2     0.660
         2      15.2     0.660
         2      15.2     0.660
         2      15.2     0.660
         2      15.2     0.660
         1      15.2     0.670
         2      15.2     0.670
         2      15.2     0.670
         2      15.2     0.670
         1      15.2     0.680
         1      15.2     0.680
         2      15.2     0.680
         2      15.2     0.680
         1      15.2     0.690
         2      15.2     0.690
         2      15.2     0.690
         1      15.2     0.690
         2      15.2     0.690
         2      15.2     0.700
         2      15.2     0.700
         2      15.2     0.700
         1      15.2     0.700
         2      15.2     0.700
         1      15.2     0.700
         2      15.2     0.700
         1      15.2     0.710
         2      15.2     0.710
         2      15.2     0.710
         1      15.2     0.710
         2      15.2     0.720
         1      15.2     0.720
         1      15.2     0.730
         2      15.2     0.730
         2      15.2     0.740
         2      15.2     0.740
         1      15.2     0.740
         1      15.2     0.740
         2      15.2     0.740
         2      15.2     0.740
         2      15.2     0.740
         1      15.2     0.750
         2      15.2     0.750
         2      15.2     0.750
         1      15.2     0.750
         1      15.2     0.750
         2      15.2     0.760
         1      15.2     0.760
         1      15.2     0.770
         2      15.2     0.770
         1      15.2     0.770
         1      15.2     0.770
         2      15.2     0.780
         1      15.2     0.780
         1      15.2     0.780
         1      15.2     0.790
         2      15.2     0.790
         1      15.2     0.790
         1      15.2     0.790
         2      15.2     0.790
         1      15.2     0.790
         1      15.2     0.790
         1      15.2     0.790
         1      15.2     0.800
         2      15.2     0.810
         2      15.2     0.810
         2      15.2     0.810
         2      15.2     0.810
         2      15.2     0.820
         1      15.2     0.830
         1      15.2     0.830
         2      15.2     0.830
         2      15.2     0.830
         2      15.2     0.840
         2      15.2     0.840
         2      15.2     0.840
         1      15.2     0.840
         2      15.2     0.850
         2      15.2     0.850
         1      15.2     0.860
         2      15.2     0.860
         2      15.2     0.870
         1      15.2     0.880
         2      15.2     0.880
         2      15.2     0.890
         2      15.2     0.890
         1      15.2     0.890
         1      15.2     0.890
         2      15.2     0.890
         1      15.2     0.900
         1      15.2     0.910
         2      15.2     0.910
         1      15.2     0.910
         1      15.2     0.920
         2      15.2     0.920
         1      15.2     0.930
         2      15.2     0.950
         2      15.2     0.960
         1      15.2     0.960
         2      15.2     0.960
         2      15.2     0.980
         1      15.2     0.980
         1      15.2     0.990
         2      15.2     0.990
         2      15.2     0.990
         1      15.2     1.020
         2      15.2     1.040
         2      15.2     1.060
         1      15.2     1.160
         1      15.2     1.240
         2      15.2     1.280
         1      15.3     0.480
         1      15.3     0.500
         2      15.3     0.520
         2      15.3     0.540
         1      15.3     0.540
         2      15.3     0.580
         2      15.3     0.590
         2      15.3     0.590
         1      15.3     0.600
         1      15.3     0.600
         2      15.3     0.600
         1      15.3     0.610
         2      15.3     0.610
         1      15.3     0.620
         1      15.3     0.620
         1      15.3     0.620
         1      15.3     0.640
         2      15.3     0.640
         2      15.3     0.640
         1      15.3     0.650
         1      15.3     0.650
         1      15.3     0.650
         1      15.3     0.660
         1      15.3     0.660
         2      15.3     0.660
         1      15.3     0.670
         1      15.3     0.670
         2      15.3     0.680
         2      15.3     0.680
         1      15.3     0.680
         1      15.3     0.690
         1      15.3     0.690
         2      15.3     0.690
         2      15.3     0.690
         2      15.3     0.700
         2      15.3     0.700
         1      15.3     0.700
         2      15.3     0.700
         2      15.3     0.710
         2      15.3     0.710
         2      15.3     0.710
         2      15.3     0.720
         2      15.3     0.720
         2      15.3     0.720
         2      15.3     0.730
         2      15.3     0.730
         2      15.3     0.730
         2      15.3     0.750
         1      15.3     0.750
         1      15.3     0.760
         2      15.3     0.760
         2      15.3     0.760
         2      15.3     0.760
         1      15.3     0.770
         2      15.3     0.770
         1      15.3     0.780
         1      15.3     0.780
         2      15.3     0.780
         2      15.3     0.780
         2      15.3     0.790
         2      15.3     0.790
         2      15.3     0.800
         2      15.3     0.800
         1      15.3     0.810
         1      15.3     0.810
         2      15.3     0.810
         1      15.3     0.820
         1      15.3     0.820
         1      15.3     0.820
         1      15.3     0.820
         1      15.3     0.820
         2      15.3     0.820
         1      15.3     0.830
         1      15.3     0.830
         1      15.3     0.840
         2      15.3     0.840
         2      15.3     0.840
         2      15.3     0.840
         2      15.3     0.850
         1      15.3     0.850
         2      15.3     0.860
         2      15.3     0.860
         1      15.3     0.870
         2      15.3     0.870
         1      15.3     0.880
         2      15.3     0.880
         2      15.3     0.890
         1      15.3     0.890
         2      15.3     0.890
         2      15.3     0.900
         2      15.3     0.910
         1      15.3     0.920
         2      15.3     0.920
         2      15.3     0.930
         2      15.3     0.940
         1      15.3     0.950
         1      15.3     0.950
         2      15.3     0.950
         1      15.3     0.970
         1      15.3     0.970
         1      15.3     0.970
         1      15.3     0.970
         1      15.3     0.990
         1      15.3     0.990
         1      15.3     1.000
         2      15.3     1.010
         2      15.3     1.040
         2      15.3     1.070
         2      15.3     1.090
         1      15.3     1.110
         2      15.3     1.120
         1      15.3     1.120
         2      15.3     1.140
         2      15.3     1.280
         1      15.3     1.570
         1      15.4     0.550
         1      15.4     0.570
         1      15.4     0.580
         1      15.4     0.590
         2      15.4     0.600
         1      15.4     0.610
         1      15.4     0.630
         2      15.4     0.640
         2      15.4     0.640
         2      15.4     0.660
         1      15.4     0.660
         1      15.4     0.660
         1      15.4     0.660
         1      15.4     0.660
         1      15.4     0.670
         2      15.4     0.670
         2      15.4     0.670
         2      15.4     0.680
         2      15.4     0.690
         2      15.4     0.700
         2      15.4     0.700
         2      15.4     0.700
         2      15.4     0.700
         1      15.4     0.710
         2      15.4     0.710
         1      15.4     0.710
         2      15.4     0.710
         1      15.4     0.720
         1      15.4     0.720
         1      15.4     0.720
         2      15.4     0.720
         2      15.4     0.720
         2      15.4     0.730
         2      15.4     0.730
         2      15.4     0.730
         1      15.4     0.730
         2      15.4     0.730
         1      15.4     0.740
         2      15.4     0.740
         2      15.4     0.740
         1      15.4     0.740
         1      15.4     0.750
         1      15.4     0.750
         2      15.4     0.750
         2      15.4     0.750
         2      15.4     0.750
         1      15.4     0.750
         2      15.4     0.750
         1      15.4     0.750
         2      15.4     0.750
         2      15.4     0.760
         2      15.4     0.760
         2      15.4     0.770
         1      15.4     0.780
         1      15.4     0.780
         1      15.4     0.780
         2      15.4     0.780
         2      15.4     0.780
         2      15.4     0.780
         2      15.4     0.780
         2      15.4     0.790
         2      15.4     0.790
         2      15.4     0.790
         2      15.4     0.790
         1      15.4     0.790
         2      15.4     0.800
         2      15.4     0.800
         2      15.4     0.800
         2      15.4     0.800
         1      15.4     0.810
         2      15.4     0.810
         2      15.4     0.820
         2      15.4     0.820
         2      15.4     0.820
         2      15.4     0.830
         2      15.4     0.830
         2      15.4     0.830
         1      15.4     0.830
         1      15.4     0.830
         2      15.4     0.850
         2      15.4     0.850
         2      15.4     0.850
         2      15.4     0.850
         1      15.4     0.850
         2      15.4     0.850
         1      15.4     0.860
         2      15.4     0.860
         2      15.4     0.860
         2      15.4     0.870
         1      15.4     0.890
         1      15.4     0.900
         2      15.4     0.920
         2      15.4     0.940
         1      15.4     0.950
         2      15.4     0.960
         1      15.4     0.970
         2      15.4     0.970
         1      15.4     0.980
         2      15.4     0.980
         1      15.4     0.990
         1      15.4     0.990
         1      15.4     1.000
         2      15.4     1.010
         2      15.4     1.010
         2      15.4     1.040
         2      15.4     1.050
         1      15.4     1.060
         1      15.4     1.060
         1      15.4     1.070
         2      15.4     1.070
         1      15.4     1.150
         1      15.4     1.160
         1      15.4     1.180
         1      15.4     1.190
         1      15.4     1.320
         2      15.4     1.570
         1      15.5     0.480
         1      15.5     0.490
         1      15.5     0.580
         1      15.5     0.610
         1      15.5     0.630
         1      15.5     0.640
         1      15.5     0.650
         1      15.5     0.660
         1      15.5     0.660
         2      15.5     0.660
         2      15.5     0.660
         1      15.5     0.660
         1      15.5     0.670
         2      15.5     0.670
         1      15.5     0.680
         2      15.5     0.680
         2      15.5     0.680
         2      15.5     0.690
         1      15.5     0.700
         1      15.5     0.700
         2      15.5     0.710
         2      15.5     0.710
         2      15.5     0.710
         1      15.5     0.710
         1      15.5     0.720
         2      15.5     0.720
         2      15.5     0.720
         2      15.5     0.720
         2      15.5     0.720
         1      15.5     0.730
         2      15.5     0.730
         1      15.5     0.730
         2      15.5     0.730
         2      15.5     0.730
         2      15.5     0.730
         1      15.5     0.740
         2      15.5     0.740
         1      15.5     0.740
         2      15.5     0.740
         1      15.5     0.750
         1      15.5     0.750
         2      15.5     0.760
         2      15.5     0.760
         2      15.5     0.760
         2      15.5     0.760
         2      15.5     0.760
         2      15.5     0.760
         2      15.5     0.770
         2      15.5     0.770
         2      15.5     0.770
         2      15.5     0.770
         2      15.5     0.780
         1      15.5     0.780
         2      15.5     0.790
         2      15.5     0.790
         1      15.5     0.790
         2      15.5     0.790
         1      15.5     0.790
         2      15.5     0.790
         2      15.5     0.800
         2      15.5     0.800
         1      15.5     0.800
         1      15.5     0.810
         1      15.5     0.810
         1      15.5     0.810
         1      15.5     0.810
         2      15.5     0.810
         2      15.5     0.810
         1      15.5     0.820
         2      15.5     0.820
         2      15.5     0.820
         1      15.5     0.820
         1      15.5     0.820
         1      15.5     0.830
         2      15.5     0.830
         1      15.5     0.830
         1      15.5     0.830
         1      15.5     0.840
         1      15.5     0.840
         2      15.5     0.840
         1      15.5     0.850
         2      15.5     0.850
         1      15.5     0.850
         2      15.5     0.870
         2      15.5     0.870
         2      15.5     0.870
         1      15.5     0.870
         1      15.5     0.880
         1      15.5     0.890
         2      15.5     0.890
         2      15.5     0.890
         2      15.5     0.890
         1      15.5     0.900
         2      15.5     0.900
         1      15.5     0.900
         1      15.5     0.910
         2      15.5     0.920
         2      15.5     0.930
         1      15.5     0.930
         2      15.5     0.930
         1      15.5     0.960
         1      15.5     0.960
         2      15.5     0.980
         1      15.5     0.980
         1      15.5     0.980
         1      15.5     1.000
         1      15.5     1.010
         2      15.5     1.020
         1      15.5     1.020
         1      15.5     1.030
         2      15.5     1.030
         1      15.5     1.040
         2      15.5     1.040
         1      15.5     1.040
         1      15.5     1.040
         1      15.5     1.050
         1      15.5     1.140
         1      15.5     1.150
         1      15.5     1.180
         1      15.5     1.180
         2      15.5     1.190
         1      15.6     0.570
         1      15.6     0.570
         1      15.6     0.570
         1      15.6     0.580
         1      15.6     0.590
         2      15.6     0.610
         2      15.6     0.620
         2      15.6     0.630
         1      15.6     0.640
         2      15.6     0.640
         1      15.6     0.650
         2      15.6     0.660
         2      15.6     0.660
         2      15.6     0.660
         2      15.6     0.670
         1      15.6     0.670
         2      15.6     0.670
         2      15.6     0.680
         2      15.6     0.690
         2      15.6     0.700
         2      15.6     0.700
         2      15.6     0.700
         1      15.6     0.700
         2      15.6     0.700
         1      15.6     0.710
         1      15.6     0.710
         1      15.6     0.710
         1      15.6     0.710
         2      15.6     0.720
         2      15.6     0.720
         2      15.6     0.730
         2      15.6     0.730
         1      15.6     0.740
         1      15.6     0.740
         1      15.6     0.740
         1      15.6     0.750
         2      15.6     0.750
         1      15.6     0.750
         1      15.6     0.750
         2      15.6     0.750
         1      15.6     0.750
         1      15.6     0.750
         1      15.6     0.760
         2      15.6     0.760
         1      15.6     0.780
         2      15.6     0.780
         2      15.6     0.780
         1      15.6     0.790
         2      15.6     0.790
         1      15.6     0.790
         1      15.6     0.790
         2      15.6     0.800
         1      15.6     0.800
         2      15.6     0.800
         2      15.6     0.800
         1      15.6     0.800
         1      15.6     0.810
         2      15.6     0.810
         1      15.6     0.820
         2      15.6     0.820
         2      15.6     0.820
         2      15.6     0.820
         1      15.6     0.830
         2      15.6     0.830
         1      15.6     0.840
         1      15.6     0.840
         2      15.6     0.840
         2      15.6     0.840
         1      15.6     0.850
         2      15.6     0.850
         2      15.6     0.850
         2      15.6     0.850
         2      15.6     0.850
         1      15.6     0.860
         2      15.6     0.870
         1      15.6     0.870
         2      15.6     0.870
         2      15.6     0.870
         2      15.6     0.870
         2      15.6     0.880
         1      15.6     0.890
         1      15.6     0.890
         1      15.6     0.890
         2      15.6     0.890
         1      15.6     0.900
         1      15.6     0.900
         1      15.6     0.900
         2      15.6     0.900
         2      15.6     0.900
         2      15.6     0.900
         2      15.6     0.910
         1      15.6     0.910
         2      15.6     0.910
         2      15.6     0.910
         2      15.6     0.920
         1      15.6     0.930
         1      15.6     0.940
         1      15.6     0.940
         2      15.6     0.940
         2      15.6     0.940
         1      15.6     0.940
         1      15.6     0.950
         2      15.6     0.950
         1      15.6     0.960
         1      15.6     0.960
         1      15.6     0.960
         1      15.6     0.960
         2      15.6     0.970
         2      15.6     0.980
         2      15.6     0.990
         1      15.6     0.990
         1      15.6     0.990
         2      15.6     0.990
         2      15.6     1.000
         1      15.6     1.000
         2      15.6     1.040
         1      15.6     1.060
         2      15.6     1.080
         1      15.6     1.090
         2      15.6     1.110
         1      15.6     1.160
         1      15.6     1.180
         2      15.6     1.200
         1      15.6     1.210
         1      15.6     1.240
         2      15.6     1.320
         1      15.7     0.520
         1      15.7     0.590
         1      15.7     0.610
         1      15.7     0.630
         1      15.7     0.640
         1      15.7     0.670
         2      15.7     0.670
         2      15.7     0.670
         2      15.7     0.680
         1      15.7     0.680
         2      15.7     0.680
         2      15.7     0.690
         1      15.7     0.690
         1      15.7     0.690
         2      15.7     0.690
         2      15.7     0.690
         1      15.7     0.700
         1      15.7     0.700
         2      15.7     0.700
         2      15.7     0.700
         2      15.7     0.710
         2      15.7     0.710
         1      15.7     0.710
         1      15.7     0.710
         1      15.7     0.710
         2      15.7     0.710
         2      15.7     0.710
         2      15.7     0.710
         2      15.7     0.710
         2      15.7     0.720
         1      15.7     0.720
         1      15.7     0.720
         2      15.7     0.720
         2      15.7     0.730
         2      15.7     0.730
         2      15.7     0.730
         1      15.7     0.740
         1      15.7     0.740
         2      15.7     0.740
         2      15.7     0.740
         2      15.7     0.740
         2      15.7     0.740
         1      15.7     0.750
         2      15.7     0.750
         1      15.7     0.750
         1      15.7     0.760
         1      15.7     0.760
         2      15.7     0.760
         1      15.7     0.760
         1      15.7     0.760
         1      15.7     0.760
         1      15.7     0.770
         1      15.7     0.770
         1      15.7     0.770
         1      15.7     0.780
         1      15.7     0.780
         1      15.7     0.780
         2      15.7     0.780
         2      15.7     0.780
         1      15.7     0.790
         1      15.7     0.800
         2      15.7     0.800
         1      15.7     0.800
         1      15.7     0.800
         1      15.7     0.800
         1      15.7     0.810
         2      15.7     0.810
         1      15.7     0.810
         1      15.7     0.810
         2      15.7     0.810
         2      15.7     0.820
         2      15.7     0.820
         2      15.7     0.830
         2      15.7     0.830
         1      15.7     0.830
         2      15.7     0.830
         2      15.7     0.830
         1      15.7     0.830
         1      15.7     0.840
         2      15.7     0.840
         1      15.7     0.850
         2      15.7     0.850
         2      15.7     0.850
         2      15.7     0.850
         1      15.7     0.850
         1      15.7     0.850
         2      15.7     0.860
         2      15.7     0.860
         1      15.7     0.860
         1      15.7     0.870
         2      15.7     0.880
         2      15.7     0.880
         2      15.7     0.880
         2      15.7     0.880
         1      15.7     0.880
         1      15.7     0.880
         1      15.7     0.880
         1      15.7     0.890
         2      15.7     0.890
         2      15.7     0.890
         2      15.7     0.890
         2      15.7     0.890
         2      15.7     0.900
         2      15.7     0.900
         1      15.7     0.900
         1      15.7     0.900
         2      15.7     0.910
         2      15.7     0.910
         2      15.7     0.920
         2      15.7     0.920
         1      15.7     0.930
         2      15.7     0.940
         2      15.7     0.940
         1      15.7     0.950
         2      15.7     0.950
         2      15.7     0.960
         1      15.7     0.960
         1      15.7     0.960
         2      15.7     0.970
         2      15.7     0.970
         2      15.7     0.990
         2      15.7     1.000
         1      15.7     1.010
         2      15.7     1.020
         2      15.7     1.020
         2      15.7     1.020
         1      15.7     1.030
         2      15.7     1.040
         2      15.7     1.050
         1      15.7     1.060
         1      15.7     1.060
         1      15.7     1.070
         2      15.7     1.070
         1      15.7     1.080
         2      15.7     1.080
         2      15.7     1.090
         2      15.7     1.090
         2      15.7     1.130
         2      15.7     1.140
         1      15.7     1.140
         2      15.7     1.200
         1      15.7     1.250
         1      15.7     1.250
         2      15.7     1.390
         2      15.8     0.630
         1      15.8     0.640
         2      15.8     0.640
         2      15.8     0.640
         1      15.8     0.660
         2      15.8     0.670
         1      15.8     0.670
         2      15.8     0.670
         1      15.8     0.670
         1      15.8     0.680
         2      15.8     0.680
         1      15.8     0.680
         2      15.8     0.690
         1      15.8     0.710
         2      15.8     0.710
         2      15.8     0.710
         1      15.8     0.720
         1      15.8     0.730
         2      15.8     0.740
         1      15.8     0.750
         1      15.8     0.750
         1      15.8     0.750
         1      15.8     0.750
         1      15.8     0.750
         2      15.8     0.750
         2      15.8     0.760
         2      15.8     0.760
         2      15.8     0.760
         1      15.8     0.760
         2      15.8     0.770
         2      15.8     0.770
         2      15.8     0.780
         2      15.8     0.780
         2      15.8     0.790
         2      15.8     0.790
         1      15.8     0.790
         2      15.8     0.790
         2      15.8     0.790
         2      15.8     0.790
         1      15.8     0.800
         2      15.8     0.800
         1      15.8     0.800
         1      15.8     0.800
         1      15.8     0.810
         2      15.8     0.810
         2      15.8     0.810
         2      15.8     0.810
         2      15.8     0.820
         1      15.8     0.820
         1      15.8     0.820
         1      15.8     0.830
         2      15.8     0.830
         2      15.8     0.830
         1      15.8     0.830
         2      15.8     0.830
         1      15.8     0.830
         1      15.8     0.840
         1      15.8     0.840
         1      15.8     0.840
         2      15.8     0.840
         1      15.8     0.850
         1      15.8     0.850
         2      15.8     0.850
         2      15.8     0.850
         2      15.8     0.850
         2      15.8     0.850
         2      15.8     0.850
         2      15.8     0.860
         2      15.8     0.860
         1      15.8     0.860
         2      15.8     0.860
         1      15.8     0.860
         2      15.8     0.860
         1      15.8     0.870
         2      15.8     0.870
         2      15.8     0.870
         2      15.8     0.870
         2      15.8     0.870
         1      15.8     0.870
         1      15.8     0.870
         2      15.8     0.870
         2      15.8     0.880
         1      15.8     0.880
         1      15.8     0.880
         2      15.8     0.890
         1      15.8     0.900
         2      15.8     0.900
         1      15.8     0.900
         1      15.8     0.910
         2      15.8     0.910
         2      15.8     0.910
         2      15.8     0.910
         2      15.8     0.920
         1      15.8     0.930
         2      15.8     0.930
         1      15.8     0.930
         2      15.8     0.930
         2      15.8     0.940
         2      15.8     0.940
         1      15.8     0.940
         2      15.8     0.940
         2      15.8     0.940
         1      15.8     0.950
         1      15.8     0.950
         1      15.8     0.950
         2      15.8     0.950
         1      15.8     0.950
         2      15.8     0.960
         1      15.8     0.970
         2      15.8     0.970
         2      15.8     0.970
         1      15.8     0.980
         2      15.8     0.980
         1      15.8     0.980
         1      15.8     0.980
         2      15.8     1.000
         2      15.8     1.010
         2      15.8     1.010
         1      15.8     1.020
         1      15.8     1.040
         1      15.8     1.040
         1      15.8     1.050
         2      15.8     1.050
         2      15.8     1.060
         2      15.8     1.060
         1      15.8     1.070
         1      15.8     1.070
         1      15.8     1.070
         1      15.8     1.080
         1      15.8     1.080
         1      15.8     1.100
         1      15.8     1.120
         1      15.8     1.130
         2      15.8     1.160
         1      15.8     1.170
         1      15.8     1.190
         1      15.8     1.200
         2      15.8     1.230
         2      15.8     1.230
         1      15.8     1.240
         1      15.8     1.240
         1      15.8     1.260
         2      15.9     0.590
         2      15.9     0.640
         1      15.9     0.640
         1      15.9     0.660
         1      15.9     0.680
         1      15.9     0.680
         1      15.9     0.680
         1      15.9     0.700
         1      15.9     0.700
         2      15.9     0.700
         2      15.9     0.710
         2      15.9     0.710
         1      15.9     0.720
         1      15.9     0.720
         1      15.9     0.720
         2      15.9     0.720
         1      15.9     0.720
         2      15.9     0.730
         1      15.9     0.730
         1      15.9     0.730
         2      15.9     0.730
         1      15.9     0.740
         2      15.9     0.740
         1      15.9     0.750
         2      15.9     0.750
         1      15.9     0.750
         2      15.9     0.760
         1      15.9     0.760
         2      15.9     0.760
         1      15.9     0.770
         1      15.9     0.770
         2      15.9     0.770
         2      15.9     0.780
         2      15.9     0.780
         1      15.9     0.780
         2      15.9     0.790
         2      15.9     0.790
         1      15.9     0.790
         1      15.9     0.790
         2      15.9     0.790
         1      15.9     0.800
         1      15.9     0.810
         1      15.9     0.810
         1      15.9     0.810
         1      15.9     0.810
         2      15.9     0.810
         2      15.9     0.810
         2      15.9     0.820
         2      15.9     0.820
         2      15.9     0.820
         2      15.9     0.820
         2      15.9     0.830
         2      15.9     0.830
         1      15.9     0.830
         1      15.9     0.830
         1      15.9     0.840
         2      15.9     0.840
         1      15.9     0.840
         2      15.9     0.840
         2      15.9     0.840
         2      15.9     0.840
         2      15.9     0.850
         1      15.9     0.860
         1      15.9     0.860
         2      15.9     0.860
         1      15.9     0.860
         2      15.9     0.870
         1      15.9     0.870
         1      15.9     0.880
         2      15.9     0.880
         1      15.9     0.890
         2      15.9     0.890
         1      15.9     0.900
         1      15.9     0.900
         1      15.9     0.900
         2      15.9     0.900
         2      15.9     0.910
         2      15.9     0.910
         1      15.9     0.920
         2      15.9     0.920
         2      15.9     0.920
         1      15.9     0.930
         1      15.9     0.940
         2      15.9     0.940
         1      15.9     0.940
         1      15.9     0.940
         1      15.9     0.940
         1      15.9     0.950
         1      15.9     0.950
         1      15.9     0.950
         1      15.9     0.950
         2      15.9     0.970
         2      15.9     0.980
         2      15.9     0.980
         2      15.9     0.990
         2      15.9     0.990
         1      15.9     0.990
         2      15.9     1.000
         1      15.9     1.010
         1      15.9     1.010
         2      15.9     1.010
         2      15.9     1.010
         2      15.9     1.020
         2      15.9     1.030
         2      15.9     1.030
         1      15.9     1.040
         2      15.9     1.040
         1      15.9     1.050
         2      15.9     1.060
         2      15.9     1.070
         1      15.9     1.090
         2      15.9     1.100
         2      15.9     1.130
         1      15.9     1.130
         1      15.9     1.160
         1      15.9     1.200
         2      15.9     1.210
         1      15.9     1.220
         1      15.9     1.230
         2      15.9     1.250
         1      15.9     1.280
         2      15.9     1.310
         2      15.9     1.330
         1      15.9     1.360
         2      15.9     1.370
         2      16.0     0.550
         1      16.0     0.570
         1      16.0     0.600
         1      16.0     0.610
         1      16.0     0.630
         1      16.0     0.650
         1      16.0     0.660
         2      16.0     0.660
         2      16.0     0.660
         1      16.0     0.670
         2      16.0     0.670
         1      16.0     0.670
         2      16.0     0.690
         1      16.0     0.690
         2      16.0     0.690
         2      16.0     0.690
         1      16.0     0.700
         2      16.0     0.710
         2      16.0     0.710
         2      16.0     0.720
         2      16.0     0.720
         1      16.0     0.730
         1      16.0     0.730
         1      16.0     0.740
         2      16.0     0.740
         1      16.0     0.750
         2      16.0     0.750
         2      16.0     0.750
         2      16.0     0.760
         1      16.0     0.760
         2      16.0     0.760
         1      16.0     0.760
         1      16.0     0.770
         2      16.0     0.770
         2      16.0     0.780
         1      16.0     0.790
         2      16.0     0.790
         1      16.0     0.800
         2      16.0     0.800
         1      16.0     0.810
         1      16.0     0.810
         1      16.0     0.820
         2      16.0     0.820
         2      16.0     0.820
         2      16.0     0.830
         2      16.0     0.830
         2      16.0     0.830
         1      16.0     0.830
         2      16.0     0.830
         2      16.0     0.840
         2      16.0     0.840
         2      16.0     0.850
         1      16.0     0.850
         1      16.0     0.850
         2      16.0     0.870
         2      16.0     0.870
         2      16.0     0.880
         2      16.0     0.880
         2      16.0     0.890
         1      16.0     0.890
         2      16.0     0.890
         1      16.0     0.890
         1      16.0     0.890
         2      16.0     0.890
         1      16.0     0.900
         2      16.0     0.900
         1      16.0     0.900
         2      16.0     0.900
         2      16.0     0.900
         2      16.0     0.900
         1      16.0     0.900
         2      16.0     0.910
         2      16.0     0.910
         2      16.0     0.910
         1      16.0     0.910
         1      16.0     0.920
         2      16.0     0.920
         2      16.0     0.920
         1      16.0     0.930
         2      16.0     0.930
         1      16.0     0.930
         1      16.0     0.930
         2      16.0     0.940
         2      16.0     0.940
         1      16.0     0.950
         2      16.0     0.950
         1      16.0     0.950
         1      16.0     0.950
         1      16.0     0.950
         2      16.0     0.950
